,Topic,Probability,created_at,date,week_start
2117,Topic 1,1,Fri Apr 23 03:30:51 +0000 2021,4/23/21,4/18/21
2118,Topic 1,1,Fri Apr 23 10:17:59 +0000 2021,4/23/21,4/18/21
2119,Topic 1,1,Fri Apr 23 10:43:42 +0000 2021,4/23/21,4/18/21
2120,Topic 1,1,Fri Apr 23 11:04:48 +0000 2021,4/23/21,4/18/21
2121,Topic 1,1,Thu May 06 23:35:13 +0000 2021,5/6/21,5/2/21
2122,Topic 1,1,Thu May 06 23:40:54 +0000 2021,5/6/21,5/2/21
2123,Topic 1,1,Thu May 06 19:01:58 +0000 2021,5/6/21,5/2/21
2124,Topic 1,1,Thu May 06 22:35:25 +0000 2021,5/6/21,5/2/21
2125,Topic 1,1,Thu May 06 22:35:27 +0000 2021,5/6/21,5/2/21
2126,Topic 1,1,Thu May 06 15:06:43 +0000 2021,5/6/21,5/2/21
2127,Topic 1,1,Thu May 06 16:42:30 +0000 2021,5/6/21,5/2/21
2128,Topic 1,1,Thu May 06 10:52:28 +0000 2021,5/6/21,5/2/21
2129,Topic 1,1,Sun Apr 25 05:30:02 +0000 2021,4/25/21,4/25/21
2130,Topic 1,1,Sun Apr 25 03:48:06 +0000 2021,4/25/21,4/25/21
2131,Topic 1,1,Sun Apr 25 02:07:24 +0000 2021,4/25/21,4/25/21
2132,Topic 1,1,Sun Apr 25 20:01:49 +0000 2021,4/25/21,4/25/21
2133,Topic 1,1,Tue Apr 27 16:20:31 +0000 2021,4/27/21,4/25/21
2134,Topic 1,1,Tue Apr 27 17:02:58 +0000 2021,4/27/21,4/25/21
2135,Topic 1,1,Tue Apr 27 17:44:25 +0000 2021,4/27/21,4/25/21
2136,Topic 1,1,Mon Apr 26 22:14:54 +0000 2021,4/26/21,4/25/21
2137,Topic 1,1,Tue Apr 27 02:14:09 +0000 2021,4/27/21,4/25/21
2138,Topic 1,1,Tue Apr 27 02:26:45 +0000 2021,4/27/21,4/25/21
2139,Topic 1,1,Tue Apr 27 03:38:43 +0000 2021,4/27/21,4/25/21
2140,Topic 1,1,Tue Apr 27 05:26:37 +0000 2021,4/27/21,4/25/21
2141,Topic 1,1,Tue Apr 27 11:38:46 +0000 2021,4/27/21,4/25/21
2142,Topic 1,1,Tue Apr 27 12:48:15 +0000 2021,4/27/21,4/25/21
2143,Topic 1,1,Sun Apr 25 23:56:38 +0000 2021,4/25/21,4/25/21
2144,Topic 1,1,Sat Apr 24 23:47:25 +0000 2021,4/24/21,4/18/21
2145,Topic 1,1,Mon Apr 26 00:09:18 +0000 2021,4/26/21,4/25/21
2146,Topic 1,1,Mon Apr 26 02:49:08 +0000 2021,4/26/21,4/25/21
2147,Topic 1,1,Mon Apr 26 09:44:33 +0000 2021,4/26/21,4/25/21
2148,Topic 1,1,Sat Apr 24 13:13:48 +0000 2021,4/24/21,4/18/21
2149,Topic 1,1,Sat Apr 24 14:00:19 +0000 2021,4/24/21,4/18/21
2150,Topic 1,1,Sat Apr 24 15:32:38 +0000 2021,4/24/21,4/18/21
2151,Topic 1,1,Sat Apr 24 16:09:53 +0000 2021,4/24/21,4/18/21
2152,Topic 1,1,Sat Apr 24 16:26:35 +0000 2021,4/24/21,4/18/21
2153,Topic 1,1,Sat Apr 24 17:27:07 +0000 2021,4/24/21,4/18/21
2154,Topic 1,1,Sat Apr 24 19:25:35 +0000 2021,4/24/21,4/18/21
2155,Topic 1,1,Thu May 06 11:56:39 +0000 2021,5/6/21,5/2/21
2156,Topic 1,1,Thu May 06 13:36:55 +0000 2021,5/6/21,5/2/21
2157,Topic 1,1,Tue May 04 05:58:36 +0000 2021,5/4/21,5/2/21
2158,Topic 1,1,Thu May 06 03:34:39 +0000 2021,5/6/21,5/2/21
2159,Topic 1,1,Wed May 05 00:42:14 +0000 2021,5/5/21,5/2/21
2160,Topic 1,1,Wed May 05 01:09:05 +0000 2021,5/5/21,5/2/21
2161,Topic 1,1,Wed May 05 01:46:24 +0000 2021,5/5/21,5/2/21
2162,Topic 1,1,Wed May 05 02:08:56 +0000 2021,5/5/21,5/2/21
2163,Topic 1,1,Tue May 04 10:36:25 +0000 2021,5/4/21,5/2/21
2164,Topic 1,1,Tue May 04 11:21:45 +0000 2021,5/4/21,5/2/21
2165,Topic 1,1,Tue May 04 12:04:33 +0000 2021,5/4/21,5/2/21
2166,Topic 1,1,Tue May 04 14:10:07 +0000 2021,5/4/21,5/2/21
2167,Topic 1,1,Tue May 04 14:27:59 +0000 2021,5/4/21,5/2/21
2168,Topic 1,1,Tue May 04 14:50:45 +0000 2021,5/4/21,5/2/21
2169,Topic 1,1,Tue May 04 16:01:03 +0000 2021,5/4/21,5/2/21
2170,Topic 1,1,Tue May 04 16:02:29 +0000 2021,5/4/21,5/2/21
2171,Topic 1,1,Tue May 04 16:42:47 +0000 2021,5/4/21,5/2/21
2172,Topic 1,1,Tue May 04 16:43:02 +0000 2021,5/4/21,5/2/21
2173,Topic 1,1,Tue May 04 17:06:47 +0000 2021,5/4/21,5/2/21
2174,Topic 1,1,Tue May 04 17:32:32 +0000 2021,5/4/21,5/2/21
2175,Topic 1,1,Tue May 04 00:17:30 +0000 2021,5/4/21,5/2/21
2176,Topic 1,1,Tue May 04 01:21:40 +0000 2021,5/4/21,5/2/21
2177,Topic 1,1,Tue May 04 01:36:53 +0000 2021,5/4/21,5/2/21
2178,Topic 1,1,Tue May 04 01:51:47 +0000 2021,5/4/21,5/2/21
2179,Topic 1,1,Tue May 04 02:43:04 +0000 2021,5/4/21,5/2/21
2180,Topic 1,1,Tue May 04 02:44:01 +0000 2021,5/4/21,5/2/21
2181,Topic 1,1,Tue May 04 04:26:37 +0000 2021,5/4/21,5/2/21
2182,Topic 1,1,Tue May 04 23:21:53 +0000 2021,5/4/21,5/2/21
2183,Topic 1,1,Tue May 04 22:33:09 +0000 2021,5/4/21,5/2/21
2184,Topic 1,1,Tue May 04 21:35:44 +0000 2021,5/4/21,5/2/21
2185,Topic 1,1,Wed May 05 16:41:22 +0000 2021,5/5/21,5/2/21
2186,Topic 1,1,Thu May 06 08:21:49 +0000 2021,5/6/21,5/2/21
2187,Topic 1,1,Wed May 05 23:23:49 +0000 2021,5/5/21,5/2/21
2188,Topic 1,1,Wed May 05 23:25:04 +0000 2021,5/5/21,5/2/21
2189,Topic 1,1,Thu May 06 00:39:45 +0000 2021,5/6/21,5/2/21
2190,Topic 1,1,Wed May 05 18:43:44 +0000 2021,5/5/21,5/2/21
2191,Topic 1,1,Wed May 05 19:35:15 +0000 2021,5/5/21,5/2/21
2192,Topic 1,1,Wed May 05 20:38:31 +0000 2021,5/5/21,5/2/21
2193,Topic 1,1,Wed May 05 15:48:14 +0000 2021,5/5/21,5/2/21
2194,Topic 1,1,Wed May 05 16:10:06 +0000 2021,5/5/21,5/2/21
2195,Topic 1,1,Wed May 05 16:36:15 +0000 2021,5/5/21,5/2/21
2196,Topic 1,1,Wed May 05 06:10:45 +0000 2021,5/5/21,5/2/21
2197,Topic 1,1,Tue May 04 21:11:34 +0000 2021,5/4/21,5/2/21
2198,Topic 1,1,Wed May 05 06:50:31 +0000 2021,5/5/21,5/2/21
2199,Topic 1,1,Wed May 05 08:02:42 +0000 2021,5/5/21,5/2/21
2200,Topic 1,1,Wed May 05 10:53:00 +0000 2021,5/5/21,5/2/21
2201,Topic 1,1,Wed May 05 11:03:23 +0000 2021,5/5/21,5/2/21
2202,Topic 1,1,Wed May 05 13:33:14 +0000 2021,5/5/21,5/2/21
2203,Topic 1,1,Wed May 05 13:42:36 +0000 2021,5/5/21,5/2/21
2204,Topic 1,1,Wed May 05 13:44:02 +0000 2021,5/5/21,5/2/21
2205,Topic 1,1,Tue May 04 20:27:53 +0000 2021,5/4/21,5/2/21
2206,Topic 1,1,Tue May 04 20:54:37 +0000 2021,5/4/21,5/2/21
2207,Topic 1,1,Tue May 04 20:55:38 +0000 2021,5/4/21,5/2/21
2208,Topic 1,1,Thu Feb 11 19:26:33 +0000 2021,2/11/21,2/7/21
2209,Topic 1,1,Tue Mar 16 16:19:28 +0000 2021,3/16/21,3/14/21
2210,Topic 1,1,Sun Dec 27 15:30:39 +0000 2020,12/27/20,12/27/20
2211,Topic 1,1,Tue Jan 05 00:21:54 +0000 2021,1/5/21,1/3/21
2212,Topic 1,1,Sat Feb 13 07:30:58 +0000 2021,2/13/21,2/7/21
2213,Topic 1,1,Wed Dec 23 14:56:39 +0000 2020,12/23/20,12/20/20
2214,Topic 1,1,Sat Jan 02 11:51:32 +0000 2021,1/2/21,12/27/20
2215,Topic 1,1,Wed Jan 06 23:29:02 +0000 2021,1/6/21,1/3/21
2216,Topic 1,1,Sat Feb 13 03:54:17 +0000 2021,2/13/21,2/7/21
2217,Topic 1,1,Wed Dec 30 18:00:01 +0000 2020,12/30/20,12/27/20
2218,Topic 1,1,Wed Jan 06 23:40:36 +0000 2021,1/6/21,1/3/21
2219,Topic 1,1,Wed Jan 06 23:52:06 +0000 2021,1/6/21,1/3/21
2220,Topic 1,1,Tue Jan 05 00:29:50 +0000 2021,1/5/21,1/3/21
2221,Topic 1,1,Tue Jan 05 13:49:41 +0000 2021,1/5/21,1/3/21
2222,Topic 1,1,Wed Dec 23 18:25:04 +0000 2020,12/23/20,12/20/20
2223,Topic 1,1,Thu Dec 31 12:44:35 +0000 2020,12/31/20,12/27/20
2224,Topic 1,1,Tue Jan 05 13:33:49 +0000 2021,1/5/21,1/3/21
2225,Topic 1,1,Wed Jan 06 23:58:23 +0000 2021,1/6/21,1/3/21
2226,Topic 1,1,Wed Jan 06 19:39:47 +0000 2021,1/6/21,1/3/21
2227,Topic 1,1,Tue Jan 05 11:48:36 +0000 2021,1/5/21,1/3/21
2228,Topic 1,1,Sun Feb 14 13:02:24 +0000 2021,2/14/21,2/14/21
2229,Topic 1,1,Mon Dec 28 21:33:50 +0000 2020,12/28/20,12/27/20
2230,Topic 1,1,Tue Jan 05 18:33:51 +0000 2021,1/5/21,1/3/21
2231,Topic 1,1,Tue Jan 05 18:21:11 +0000 2021,1/5/21,1/3/21
2232,Topic 1,1,Tue Dec 29 02:07:12 +0000 2020,12/29/20,12/27/20
2233,Topic 1,1,Sat Jan 02 11:29:01 +0000 2021,1/2/21,12/27/20
2234,Topic 1,1,Sat Jan 02 10:59:11 +0000 2021,1/2/21,12/27/20
2235,Topic 1,1,Tue Dec 29 02:09:02 +0000 2020,12/29/20,12/27/20
2236,Topic 1,1,Sat Jan 02 03:15:50 +0000 2021,1/2/21,12/27/20
2237,Topic 1,1,Sat Jan 02 03:16:51 +0000 2021,1/2/21,12/27/20
2238,Topic 1,1,Tue Dec 29 05:05:20 +0000 2020,12/29/20,12/27/20
2239,Topic 1,1,Wed Dec 23 20:49:00 +0000 2020,12/23/20,12/20/20
2240,Topic 1,1,Wed Dec 23 21:00:46 +0000 2020,12/23/20,12/20/20
2241,Topic 1,1,Tue Jan 05 09:32:34 +0000 2021,1/5/21,1/3/21
2242,Topic 1,1,Wed Dec 23 23:24:50 +0000 2020,12/23/20,12/20/20
2243,Topic 1,1,Tue Jan 05 08:19:45 +0000 2021,1/5/21,1/3/21
2244,Topic 1,1,Wed Dec 23 23:56:41 +0000 2020,12/23/20,12/20/20
2245,Topic 1,1,Sat Feb 13 01:13:13 +0000 2021,2/13/21,2/7/21
2246,Topic 1,1,Thu Dec 24 02:05:47 +0000 2020,12/24/20,12/20/20
2247,Topic 1,1,Sun Feb 14 20:48:36 +0000 2021,2/14/21,2/14/21
2248,Topic 1,1,Tue Dec 29 03:13:22 +0000 2020,12/29/20,12/27/20
2249,Topic 1,1,Wed Dec 30 18:48:47 +0000 2020,12/30/20,12/27/20
2250,Topic 1,1,Thu Dec 24 12:23:38 +0000 2020,12/24/20,12/20/20
2251,Topic 1,1,Sat Jan 02 09:22:50 +0000 2021,1/2/21,12/27/20
2252,Topic 1,1,Sat Feb 13 10:19:09 +0000 2021,2/13/21,2/7/21
2253,Topic 1,1,Tue Dec 29 02:22:02 +0000 2020,12/29/20,12/27/20
2254,Topic 1,1,Thu Dec 24 16:05:45 +0000 2020,12/24/20,12/20/20
2255,Topic 1,1,Thu Dec 31 00:52:27 +0000 2020,12/31/20,12/27/20
2256,Topic 1,1,Tue Jan 05 18:13:41 +0000 2021,1/5/21,1/3/21
2257,Topic 1,1,Wed Dec 30 02:21:48 +0000 2020,12/30/20,12/27/20
2258,Topic 1,1,Wed Dec 30 23:52:42 +0000 2020,12/30/20,12/27/20
2259,Topic 1,1,Wed Jan 06 09:28:52 +0000 2021,1/6/21,1/3/21
2260,Topic 1,1,Sat Jan 02 22:53:38 +0000 2021,1/2/21,12/27/20
2261,Topic 1,1,Sat Feb 13 20:51:58 +0000 2021,2/13/21,2/7/21
2262,Topic 1,1,Tue Jan 05 18:53:52 +0000 2021,1/5/21,1/3/21
2263,Topic 1,1,Wed Jan 06 12:52:00 +0000 2021,1/6/21,1/3/21
2264,Topic 1,1,Sun Feb 14 23:38:35 +0000 2021,2/14/21,2/14/21
2265,Topic 1,1,Wed Dec 30 21:01:53 +0000 2020,12/30/20,12/27/20
2266,Topic 1,1,Wed Dec 30 23:24:27 +0000 2020,12/30/20,12/27/20
2267,Topic 1,1,Wed Dec 30 22:05:05 +0000 2020,12/30/20,12/27/20
2268,Topic 1,1,Sat Feb 13 19:35:57 +0000 2021,2/13/21,2/7/21
2269,Topic 1,1,Sat Feb 13 19:33:11 +0000 2021,2/13/21,2/7/21
2270,Topic 1,1,Wed Jan 06 04:40:09 +0000 2021,1/6/21,1/3/21
2271,Topic 1,1,Sat Feb 13 19:19:26 +0000 2021,2/13/21,2/7/21
2272,Topic 1,1,Sun Feb 14 17:23:42 +0000 2021,2/14/21,2/14/21
2273,Topic 1,1,Sat Feb 13 16:41:10 +0000 2021,2/13/21,2/7/21
2274,Topic 1,1,Sun Feb 14 18:27:00 +0000 2021,2/14/21,2/14/21
2275,Topic 1,1,Sun Feb 14 23:33:19 +0000 2021,2/14/21,2/14/21
2276,Topic 1,1,Sun Feb 14 20:21:38 +0000 2021,2/14/21,2/14/21
2277,Topic 1,1,Sun Feb 14 23:32:50 +0000 2021,2/14/21,2/14/21
2278,Topic 1,1,Tue Jan 05 19:27:27 +0000 2021,1/5/21,1/3/21
2279,Topic 1,1,Tue Jan 05 21:00:24 +0000 2021,1/5/21,1/3/21
2280,Topic 1,1,Wed Jan 06 23:23:27 +0000 2021,1/6/21,1/3/21
2281,Topic 1,1,Wed Jan 06 15:25:08 +0000 2021,1/6/21,1/3/21
2282,Topic 1,1,Thu Dec 31 13:23:34 +0000 2020,12/31/20,12/27/20
2283,Topic 1,1,Wed Dec 30 02:48:58 +0000 2020,12/30/20,12/27/20
2284,Topic 1,1,Wed Dec 30 03:44:16 +0000 2020,12/30/20,12/27/20
2285,Topic 1,1,Sat Jan 02 18:32:09 +0000 2021,1/2/21,12/27/20
2286,Topic 1,1,Wed Jan 06 19:28:45 +0000 2021,1/6/21,1/3/21
2287,Topic 1,1,Fri Jan 01 00:37:37 +0000 2021,1/1/21,12/27/20
2288,Topic 1,1,Fri Jan 01 03:56:41 +0000 2021,1/1/21,12/27/20
2289,Topic 1,1,Tue Dec 29 10:24:14 +0000 2020,12/29/20,12/27/20
2290,Topic 1,1,Wed Jan 06 19:10:06 +0000 2021,1/6/21,1/3/21
2291,Topic 1,1,Sun Feb 14 03:47:29 +0000 2021,2/14/21,2/14/21
2292,Topic 1,1,Sun Feb 14 02:54:32 +0000 2021,2/14/21,2/14/21
2293,Topic 1,1,Sun Feb 14 02:07:55 +0000 2021,2/14/21,2/14/21
2294,Topic 1,1,Wed Jan 06 18:30:41 +0000 2021,1/6/21,1/3/21
2295,Topic 1,1,Wed Jan 06 18:36:19 +0000 2021,1/6/21,1/3/21
2296,Topic 1,1,Fri Jan 01 08:40:58 +0000 2021,1/1/21,12/27/20
2297,Topic 1,1,Tue Dec 29 08:52:43 +0000 2020,12/29/20,12/27/20
2298,Topic 1,1,Wed Jan 06 18:51:55 +0000 2021,1/6/21,1/3/21
2299,Topic 1,1,Wed Jan 06 14:40:59 +0000 2021,1/6/21,1/3/21
2300,Topic 1,1,Wed Jan 06 15:11:00 +0000 2021,1/6/21,1/3/21
2301,Topic 1,1,Tue Jan 05 09:33:09 +0000 2021,1/5/21,1/3/21
2302,Topic 1,1,Sat Jan 02 03:42:05 +0000 2021,1/2/21,12/27/20
2303,Topic 1,1,Fri Feb 12 16:25:42 +0000 2021,2/12/21,2/7/21
2304,Topic 1,1,Mon Jan 04 12:43:55 +0000 2021,1/4/21,1/3/21
2305,Topic 1,1,Fri Feb 12 07:54:18 +0000 2021,2/12/21,2/7/21
2306,Topic 1,1,Sat Dec 26 21:09:41 +0000 2020,12/26/20,12/20/20
2307,Topic 1,1,Sat Dec 26 21:14:29 +0000 2020,12/26/20,12/20/20
2308,Topic 1,1,Mon Jan 04 14:50:36 +0000 2021,1/4/21,1/3/21
2309,Topic 1,1,Mon Dec 28 01:25:48 +0000 2020,12/28/20,12/27/20
2310,Topic 1,1,Sun Jan 03 14:48:12 +0000 2021,1/3/21,1/3/21
2311,Topic 1,1,Fri Feb 12 16:28:30 +0000 2021,2/12/21,2/7/21
2312,Topic 1,1,Mon Jan 04 14:08:11 +0000 2021,1/4/21,1/3/21
2313,Topic 1,1,Wed Dec 30 15:05:00 +0000 2020,12/30/20,12/27/20
2314,Topic 1,1,Thu Feb 11 13:02:15 +0000 2021,2/11/21,2/7/21
2315,Topic 1,1,Wed Dec 30 20:21:28 +0000 2020,12/30/20,12/27/20
2316,Topic 1,1,Mon Jan 04 07:18:20 +0000 2021,1/4/21,1/3/21
2317,Topic 1,1,Mon Jan 04 03:43:15 +0000 2021,1/4/21,1/3/21
2318,Topic 1,1,Sun Dec 27 08:26:38 +0000 2020,12/27/20,12/27/20
2319,Topic 1,1,Fri Dec 25 04:10:58 +0000 2020,12/25/20,12/20/20
2320,Topic 1,1,Fri Dec 25 04:16:50 +0000 2020,12/25/20,12/20/20
2321,Topic 1,1,Fri Feb 12 00:16:14 +0000 2021,2/12/21,2/7/21
2322,Topic 1,1,Thu Feb 11 23:30:33 +0000 2021,2/11/21,2/7/21
2323,Topic 1,1,Fri Feb 12 09:41:40 +0000 2021,2/12/21,2/7/21
2324,Topic 1,1,Sun Jan 03 13:35:24 +0000 2021,1/3/21,1/3/21
2325,Topic 1,1,Fri Dec 25 05:50:29 +0000 2020,12/25/20,12/20/20
2326,Topic 1,1,Sun Jan 03 09:48:31 +0000 2021,1/3/21,1/3/21
2327,Topic 1,1,Sat Jan 02 22:13:15 +0000 2021,1/2/21,12/27/20
2328,Topic 1,1,Mon Jan 04 15:27:57 +0000 2021,1/4/21,1/3/21
2329,Topic 1,1,Thu Dec 31 19:24:48 +0000 2020,12/31/20,12/27/20
2330,Topic 1,1,Sun Jan 03 08:25:24 +0000 2021,1/3/21,1/3/21
2331,Topic 1,1,Sun Dec 27 14:32:52 +0000 2020,12/27/20,12/27/20
2332,Topic 1,1,Thu Feb 11 16:36:25 +0000 2021,2/11/21,2/7/21
2333,Topic 1,1,Sun Dec 27 22:09:31 +0000 2020,12/27/20,12/27/20
2334,Topic 1,1,Sun Dec 27 13:03:24 +0000 2020,12/27/20,12/27/20
2335,Topic 1,1,Sun Jan 03 11:01:15 +0000 2021,1/3/21,1/3/21
2336,Topic 1,1,Sat Dec 26 20:12:02 +0000 2020,12/26/20,12/20/20
2337,Topic 1,1,Thu Feb 11 15:02:43 +0000 2021,2/11/21,2/7/21
2338,Topic 1,1,Thu Feb 11 14:42:39 +0000 2021,2/11/21,2/7/21
2339,Topic 1,1,Wed Dec 30 13:34:30 +0000 2020,12/30/20,12/27/20
2340,Topic 1,1,Thu Feb 11 14:27:39 +0000 2021,2/11/21,2/7/21
2341,Topic 1,1,Mon Dec 28 12:25:07 +0000 2020,12/28/20,12/27/20
2342,Topic 1,1,Mon Dec 28 12:18:14 +0000 2020,12/28/20,12/27/20
2343,Topic 1,1,Thu Dec 31 08:02:08 +0000 2020,12/31/20,12/27/20
2344,Topic 1,1,Mon Jan 04 14:51:30 +0000 2021,1/4/21,1/3/21
2345,Topic 1,1,Sun Jan 03 16:48:28 +0000 2021,1/3/21,1/3/21
2346,Topic 1,1,Sun Dec 27 00:04:13 +0000 2020,12/27/20,12/27/20
2347,Topic 1,1,Fri Feb 12 15:28:44 +0000 2021,2/12/21,2/7/21
2348,Topic 1,1,Thu Dec 24 20:11:46 +0000 2020,12/24/20,12/20/20
2349,Topic 1,1,Sat Dec 26 00:07:00 +0000 2020,12/26/20,12/20/20
2350,Topic 1,1,Fri Jan 01 16:19:30 +0000 2021,1/1/21,12/27/20
2351,Topic 1,1,Sat Dec 26 01:54:12 +0000 2020,12/26/20,12/20/20
2352,Topic 1,1,Fri Feb 12 12:43:02 +0000 2021,2/12/21,2/7/21
2353,Topic 1,1,Fri Feb 12 11:40:46 +0000 2021,2/12/21,2/7/21
2354,Topic 1,1,Sat Dec 26 02:26:39 +0000 2020,12/26/20,12/20/20
2355,Topic 1,1,Fri Feb 12 16:57:11 +0000 2021,2/12/21,2/7/21
2356,Topic 1,1,Mon Dec 28 17:04:11 +0000 2020,12/28/20,12/27/20
2357,Topic 1,1,Fri Dec 25 17:29:48 +0000 2020,12/25/20,12/20/20
2358,Topic 1,1,Mon Jan 04 20:27:26 +0000 2021,1/4/21,1/3/21
2359,Topic 1,1,Wed Dec 23 18:11:05 +0000 2020,12/23/20,12/20/20
2360,Topic 1,1,Fri Jan 01 20:30:55 +0000 2021,1/1/21,12/27/20
2361,Topic 1,1,Fri Jan 01 22:20:31 +0000 2021,1/1/21,12/27/20
2362,Topic 1,1,Tue Jan 05 10:22:58 +0000 2021,1/5/21,1/3/21
2363,Topic 1,1,Fri Feb 12 16:55:24 +0000 2021,2/12/21,2/7/21
2364,Topic 1,1,Tue Jan 05 10:11:49 +0000 2021,1/5/21,1/3/21
2365,Topic 1,1,Sun Jan 03 21:04:58 +0000 2021,1/3/21,1/3/21
2366,Topic 1,1,Wed Jan 06 00:51:17 +0000 2021,1/6/21,1/3/21
2367,Topic 1,1,Sun Jan 03 17:34:56 +0000 2021,1/3/21,1/3/21
2368,Topic 1,1,Wed Dec 30 19:31:34 +0000 2020,12/30/20,12/27/20
2369,Topic 1,1,Fri Feb 12 14:16:10 +0000 2021,2/12/21,2/7/21
2370,Topic 1,1,Fri Feb 12 14:47:49 +0000 2021,2/12/21,2/7/21
2371,Topic 1,1,Fri Dec 25 13:01:23 +0000 2020,12/25/20,12/20/20
2372,Topic 1,1,Mon Jan 04 03:29:32 +0000 2021,1/4/21,1/3/21
2373,Topic 1,1,Wed Dec 30 19:27:20 +0000 2020,12/30/20,12/27/20
2374,Topic 1,1,Wed Dec 30 19:30:31 +0000 2020,12/30/20,12/27/20
2375,Topic 1,0.999682753,Fri Feb 12 15:33:29 +0000 2021,2/12/21,2/7/21
2376,Topic 1,0.996032594,Thu Jun 10 10:03:20 +0000 2021,6/10/21,6/6/21
2377,Topic 1,0.995295536,Thu Feb 11 11:17:41 +0000 2021,2/11/21,2/7/21
2378,Topic 1,0.994439885,Thu Mar 18 16:08:05 +0000 2021,3/18/21,3/14/21
2379,Topic 1,0.994305075,Tue Feb 09 17:06:02 +0000 2021,2/9/21,2/7/21
2380,Topic 1,0.994257057,Sun Apr 25 01:38:46 +0000 2021,4/25/21,4/25/21
2381,Topic 1,0.993367301,Fri Jul 09 23:34:44 +0000 2021,7/9/21,7/4/21
2382,Topic 1,0.992347302,Mon Jun 07 11:44:37 +0000 2021,6/7/21,6/6/21
2383,Topic 1,0.992309051,Sun May 02 23:43:56 +0000 2021,5/2/21,5/2/21
2384,Topic 1,0.990452272,Sat Feb 13 12:34:39 +0000 2021,2/13/21,2/7/21
2385,Topic 1,0.989789631,Tue Jan 05 20:20:16 +0000 2021,1/5/21,1/3/21
2386,Topic 1,0.989340458,Sat Apr 24 17:30:03 +0000 2021,4/24/21,4/18/21
2387,Topic 1,0.987019286,Tue Mar 16 15:53:06 +0000 2021,3/16/21,3/14/21
2388,Topic 1,0.986907747,Fri Jan 01 06:40:47 +0000 2021,1/1/21,12/27/20
2389,Topic 1,0.986673543,Sun Apr 25 22:08:28 +0000 2021,4/25/21,4/25/21
2390,Topic 1,0.986171534,Thu Jul 08 16:10:03 +0000 2021,7/8/21,7/4/21
2391,Topic 1,0.986171534,Sun Jan 03 19:25:36 +0000 2021,1/3/21,1/3/21
2392,Topic 1,0.985798838,Mon Mar 22 23:38:49 +0000 2021,3/22/21,3/21/21
2393,Topic 1,0.982776459,Wed Jan 06 19:11:14 +0000 2021,1/6/21,1/3/21
2394,Topic 1,0.981107152,Mon Dec 28 20:20:36 +0000 2020,12/28/20,12/27/20
2395,Topic 1,0.979821847,Fri Jan 01 13:01:43 +0000 2021,1/1/21,12/27/20
2396,Topic 1,0.979205649,Wed May 05 22:23:58 +0000 2021,5/5/21,5/2/21
2397,Topic 1,0.97792254,Tue Feb 09 20:49:21 +0000 2021,2/9/21,2/7/21
2398,Topic 1,0.977797303,Mon May 03 14:44:37 +0000 2021,5/3/21,5/2/21
2399,Topic 1,0.977797303,Sun Jun 13 00:35:09 +0000 2021,6/13/21,6/13/21
2400,Topic 1,0.977797303,Thu Dec 24 14:16:54 +0000 2020,12/24/20,12/20/20
2401,Topic 1,0.977621668,Sun Jun 13 22:05:22 +0000 2021,6/13/21,6/13/21
2402,Topic 1,0.976789337,Mon Jun 14 11:06:03 +0000 2021,6/14/21,6/13/21
2403,Topic 1,0.976122809,Mon Apr 26 22:23:14 +0000 2021,4/26/21,4/25/21
2404,Topic 1,0.974740076,Mon May 03 11:54:30 +0000 2021,5/3/21,5/2/21
2405,Topic 1,0.974268209,Sun Feb 07 03:20:37 +0000 2021,2/7/21,2/7/21
2406,Topic 1,0.97218534,Sat Feb 13 13:19:14 +0000 2021,2/13/21,2/7/21
2407,Topic 1,0.971879399,Thu May 06 13:35:22 +0000 2021,5/6/21,5/2/21
2408,Topic 1,0.971853703,Mon Mar 15 01:02:41 +0000 2021,3/15/21,3/14/21
2409,Topic 1,0.971630676,Sat Feb 13 09:28:16 +0000 2021,2/13/21,2/7/21
2410,Topic 1,0.971422532,Wed Jun 09 17:55:00 +0000 2021,6/9/21,6/6/21
2411,Topic 1,0.970982323,Mon Mar 22 17:14:37 +0000 2021,3/22/21,3/21/21
2412,Topic 1,0.970108466,Tue May 04 14:31:03 +0000 2021,5/4/21,5/2/21
2413,Topic 1,0.969871482,Sat Feb 13 05:14:06 +0000 2021,2/13/21,2/7/21
2414,Topic 1,0.969568743,Wed Feb 10 22:27:08 +0000 2021,2/10/21,2/7/21
2415,Topic 1,0.969409881,Wed May 05 16:39:12 +0000 2021,5/5/21,5/2/21
2416,Topic 1,0.968005798,Fri Jul 09 21:57:17 +0000 2021,7/9/21,7/4/21
2417,Topic 1,0.967430394,Fri Jul 09 10:47:40 +0000 2021,7/9/21,7/4/21
2418,Topic 1,0.962153598,Tue Mar 16 13:58:17 +0000 2021,3/16/21,3/14/21
2419,Topic 1,0.961505243,Sun Jun 13 22:46:20 +0000 2021,6/13/21,6/13/21
2420,Topic 1,0.960919746,Sun Dec 27 21:00:48 +0000 2020,12/27/20,12/27/20
2421,Topic 1,0.960591895,Sat Apr 24 13:32:05 +0000 2021,4/24/21,4/18/21
2422,Topic 1,0.958531154,Tue Mar 16 13:03:17 +0000 2021,3/16/21,3/14/21
2423,Topic 1,0.958509686,Sun Mar 21 23:00:09 +0000 2021,3/21/21,3/21/21
2424,Topic 1,0.958289426,Sat Mar 20 05:55:21 +0000 2021,3/20/21,3/14/21
2425,Topic 1,0.958244331,Sat Mar 20 20:02:06 +0000 2021,3/20/21,3/14/21
